Entry	Status	Gene names	Organism
Q8NCC5	reviewed	SLC37A3 SPX3	Homo sapiens (Human)
Q8IXJ6	reviewed	SIRT2 SIR2L SIR2L2	Homo sapiens (Human)
Q96L08	reviewed	SUSD3 UNQ9387/PRO34275	Homo sapiens (Human)
O15260	reviewed	SURF4 SURF-4	Homo sapiens (Human)
P35346	reviewed	SSTR5	Homo sapiens (Human)
Q86Y82	reviewed	STX12	Homo sapiens (Human)
O60499	reviewed	STX10 SYN10	Homo sapiens (Human)
Q9UIK5	reviewed	TMEFF2 HPP1 TENB2 TPEF UNQ178/PRO204	Homo sapiens (Human)
Q9H3S3	reviewed	TMPRSS5	Homo sapiens (Human)
Q96IK0	reviewed	TMEM101	Homo sapiens (Human)
O75888	reviewed	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	Homo sapiens (Human)
Q8TC26	reviewed	TMEM163	Homo sapiens (Human)
Q8IU68	reviewed	TMC8 EVER2 EVIN2	Homo sapiens (Human)
O14668	reviewed	PRRG1 PRGP1 TMG1	Homo sapiens (Human)
Q9BZW4	reviewed	TM6SF2	Homo sapiens (Human)
O14669	reviewed	PRRG2 PRGP2 TMG2	Homo sapiens (Human)
Q96MH6	reviewed	TMEM68	Homo sapiens (Human)
Q9H6L2	reviewed	TMEM231 UNQ870/PRO1886	Homo sapiens (Human)
Q02763	reviewed	TEK TIE2 VMCM VMCM1	Homo sapiens (Human)
O60220	reviewed	TIMM8A DDP DDP1 TIM8A	Homo sapiens (Human)
A0A0A0MTA4	reviewed	TRBJ2-5	Homo sapiens (Human)
Q13641	reviewed	TPBG 5T4	Homo sapiens (Human)
A0A075B6X5	reviewed	TRAV18	Homo sapiens (Human)
A0A087WV62	reviewed	TRBV16	Homo sapiens (Human)
A0A0A6YYG2	reviewed	TRBV6-6	Homo sapiens (Human)
O60636	reviewed	TSPAN2	Homo sapiens (Human)
A0A0A6YYD4	reviewed	TRBV13	Homo sapiens (Human)
B0FP48	reviewed	UPK3BL1 UPLP	Homo sapiens (Human)
Q8IZJ1	reviewed	UNC5B P53RDL1 UNC5H2 UNQ1883/PRO4326	Homo sapiens (Human)
P35968	reviewed	KDR FLK1 VEGFR2	Homo sapiens (Human)
P38435	reviewed	GGCX GC	Homo sapiens (Human)
O75063	reviewed	FAM20B KIAA0475	Homo sapiens (Human)
Q13621	reviewed	SLC12A1 NKCC2	Homo sapiens (Human)
Q9UP95	reviewed	SLC12A4 KCC1	Homo sapiens (Human)
Q92736	reviewed	RYR2	Homo sapiens (Human)
Q9NP94	reviewed	SLC39A2 ZIP2	Homo sapiens (Human)
P78381	reviewed	SLC35A2 UGALT UGT UGTL	Homo sapiens (Human)
Q8TB61	reviewed	SLC35B2 PAPST1 PSEC0149	Homo sapiens (Human)
Q8N1S5	reviewed	SLC39A11 C17orf26 ZIP11	Homo sapiens (Human)
Q8TBE7	reviewed	SLC35G2 TMEM22	Homo sapiens (Human)
Q96K37	reviewed	SLC35E1 PSEC0038	Homo sapiens (Human)
Q9BSK2	reviewed	SLC25A33	Homo sapiens (Human)
L0R6Q1	reviewed	SLC35A4	Homo sapiens (Human)
Q86WA9	reviewed	SLC26A11	Homo sapiens (Human)
Q9BQE4	reviewed	SELENOS SELS VIMP AD-015 SBBI8	Homo sapiens (Human)
Q96QK8	reviewed	SMIM14 C4orf34	Homo sapiens (Human)
Q8IWX5	reviewed	SGPP2	Homo sapiens (Human)
A0A1B0GW54	reviewed	SMIM39	Homo sapiens (Human)
Q9UQ90	reviewed	SPG7 CAR CMAR PGN	Homo sapiens (Human)
Q99523	reviewed	SORT1	Homo sapiens (Human)
Q96KF7	reviewed	SMIM8 C6orf162 DC18	Homo sapiens (Human)
P60508	reviewed	ERVFRD-1 ERVFRDE1 UNQ6191/PRO20218	Homo sapiens (Human)
E0CX11	reviewed	STMP1 C7orf73	Homo sapiens (Human)
Q13586	reviewed	STIM1 GOK	Homo sapiens (Human)
O15400	reviewed	STX7	Homo sapiens (Human)
Q9NX61	reviewed	TMEM161A UNQ582/PRO1152	Homo sapiens (Human)
Q6IEE7	reviewed	TMEM132E	Homo sapiens (Human)
Q8NBD8	reviewed	TMEM229B C14orf83	Homo sapiens (Human)
Q8NBL3	reviewed	TMEM178A TMEM178 PSEC0131 UNQ5926/PRO19820	Homo sapiens (Human)
A6NKL6	reviewed	TMEM200C TTMA	Homo sapiens (Human)
Q2MV58	reviewed	TCTN1 TECT1 UNQ9369/PRO34160	Homo sapiens (Human)
Q8N9I0	reviewed	SYT2	Homo sapiens (Human)
Q9BVK8	reviewed	TMEM147	Homo sapiens (Human)
Q9Y3A6	reviewed	TMED5 CGI-100 UNQ397/PRO733	Homo sapiens (Human)
A6NEH6	reviewed	TMEM247	Homo sapiens (Human)
A6NGC4	reviewed	TLCD2	Homo sapiens (Human)
A0A1B0GUA7	reviewed	TEX51	Homo sapiens (Human)
Q5JU69	reviewed	TOR2A TORP1 UNQ6408/PRO21181	Homo sapiens (Human)
A0A0B4J238	reviewed	TRAV1-2	Homo sapiens (Human)
Q9HAV5	reviewed	EDA2R TNFRSF27 XEDAR UNQ2448/PRO5727/PRO34080	Homo sapiens (Human)
A0A577	reviewed	TRBV4-1 TCRBV7S1A1N2T	Homo sapiens (Human)
P0DPF4	reviewed	TRAV35	Homo sapiens (Human)
Q9Y6I9	reviewed	TEX264 ZSIG11 UNQ337/PRO536	Homo sapiens (Human)
Q5BVD1	reviewed	TTMP C3orf52	Homo sapiens (Human)
Q9BQB6	reviewed	VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351	Homo sapiens (Human)
P30518	reviewed	AVPR2 ADHR DIR DIR3 V2R	Homo sapiens (Human)
Q9H1J7	reviewed	WNT5B	Homo sapiens (Human)
Q96AJ9	reviewed	VTI1A	Homo sapiens (Human)
P53794	reviewed	SLC5A3	Homo sapiens (Human)
Q9NY91	reviewed	SLC5A4 SAAT1 SGLT3	Homo sapiens (Human)
P31641	reviewed	SLC6A6	Homo sapiens (Human)
P61619	reviewed	SEC61A1 SEC61A	Homo sapiens (Human)
P51168	reviewed	SCNN1B	Homo sapiens (Human)
Q9UHI7	reviewed	SLC23A1 SVCT1 YSPL3	Homo sapiens (Human)
Q4U2R8	reviewed	SLC22A6 OAT1 PAHT	Homo sapiens (Human)
Q9NTN9	reviewed	SEMA4G KIAA1619	Homo sapiens (Human)
Q9NYZ4	reviewed	SIGLEC8 SAF2	Homo sapiens (Human)
Q96PX8	reviewed	SLITRK1 KIAA1910 LRRC12 UNQ233/PRO266	Homo sapiens (Human)
Q9BQ49	reviewed	SMIM7 C19orf42	Homo sapiens (Human)
O95721	reviewed	SNAP29	Homo sapiens (Human)
Q9H2Y9	reviewed	SLCO5A1 OATP5A1 SLC21A15	Homo sapiens (Human)
O94901	reviewed	SUN1 KIAA0810 UNC84A	Homo sapiens (Human)
Q9NX95	reviewed	SYBU GOLSYN KIAA1472	Homo sapiens (Human)
P61266	reviewed	STX1B STX1B1 STX1B2	Homo sapiens (Human)
Q8WVE7	reviewed	TMEM170A TMEM170	Homo sapiens (Human)
Q9P273	reviewed	TENM3 KIAA1455 ODZ3 TNM3	Homo sapiens (Human)
Q24JP5	reviewed	TMEM132A HSPA5BP1 KIAA1583	Homo sapiens (Human)
Q96HP8	reviewed	TMEM176A HCA112	Homo sapiens (Human)
Q3YBM2	reviewed	TMEM176B LR8	Homo sapiens (Human)
P59544	reviewed	TAS2R50	Homo sapiens (Human)
P59536	reviewed	TAS2R41	Homo sapiens (Human)
A0A087WSZ9	reviewed	TRAV30	Homo sapiens (Human)
A0A1B0GX95	reviewed	TRBV7-4	Homo sapiens (Human)
P0DTE4	reviewed	UGT2A1	Homo sapiens (Human)
Q7Z7G8	reviewed	VPS13B CHS1 COH1 KIAA0532	Homo sapiens (Human)
P21796	reviewed	VDAC1 VDAC	Homo sapiens (Human)
P23763	reviewed	VAMP1 SYB1	Homo sapiens (Human)
Q9HBM0	reviewed	VEZT	Homo sapiens (Human)
P37288	reviewed	AVPR1A AVPR1	Homo sapiens (Human)
Q8TAA9	reviewed	VANGL1 STB2	Homo sapiens (Human)
P36543	reviewed	ATP6V1E1 ATP6E ATP6E2	Homo sapiens (Human)
O14905	reviewed	WNT9B WNT14B WNT15 UNQ6973/PRO21956	Homo sapiens (Human)
Q5GH73	reviewed	XKR6 C8orf21 C8orf5 C8orf7 XRG6	Homo sapiens (Human)
Q96J92	reviewed	WNK4 PRKWNK4	Homo sapiens (Human)
O14609	reviewed	XKRY XKRY1	Homo sapiens (Human)
Q2TAL6	reviewed	VWC2 UNQ739/PRO1434	Homo sapiens (Human)
P04628	reviewed	WNT1 INT1	Homo sapiens (Human)
Q96N03	reviewed	VSTM2L C20orf102	Homo sapiens (Human)
Q6UXU0	reviewed	UNQ9165/PRO28630	Homo sapiens (Human)
Q96DX4	reviewed	RSPRY1 KIAA1972 UNQ328/PRO444	Homo sapiens (Human)
Q5TZJ5	reviewed	SPATA31A1 C9orf36 FAM75A1 FAM75A2 SPATA31A2	Homo sapiens (Human)
A1A5C7	reviewed	SLC22A23 C6orf85	Homo sapiens (Human)
Q9NUM3	reviewed	SLC39A9 ZIP9 UNQ714/PRO1377	Homo sapiens (Human)
P48066	reviewed	SLC6A11 GABT3 GAT3	Homo sapiens (Human)
Q9BY07	reviewed	SLC4A5 NBC4	Homo sapiens (Human)
Q5TEA6	reviewed	SEL1L2 C20orf50	Homo sapiens (Human)
Q12981	reviewed	BNIP1 NIP1 SEC20L TRG8	Homo sapiens (Human)
Q11206	reviewed	ST3GAL4 CGS23 NANTA3 SIAT4C STZ	Homo sapiens (Human)
Q11203	reviewed	ST3GAL3 SIAT6	Homo sapiens (Human)
Q9BX95	reviewed	SGPP1 SPP1	Homo sapiens (Human)
A0A286YFK9	reviewed	SMIM38	Homo sapiens (Human)
Q92187	reviewed	ST8SIA4 PST PST1 SIAT8D	Homo sapiens (Human)
Q01118	reviewed	SCN7A SCN6A	Homo sapiens (Human)
Q8IVB4	reviewed	SLC9A9 NHE9 Nbla00118	Homo sapiens (Human)
Q6UXR4	reviewed	SERPINA13P SERPINA13 UNQ6121/PRO20043	Homo sapiens (Human)
Q9NYW4	reviewed	TAS2R5	Homo sapiens (Human)
Q6UX40	reviewed	TMEM107 DC20 UNQ638/PRO1268	Homo sapiens (Human)
Q629K1	reviewed	TRIQK C8orf83	Homo sapiens (Human)
A0A075B6S0	reviewed	TRGJ1 TCRGJ1	Homo sapiens (Human)
Q8N4H5	reviewed	TOMM5 C9orf105 TOM5	Homo sapiens (Human)
O43657	reviewed	TSPAN6 TM4SF6 UNQ767/PRO1560	Homo sapiens (Human)
Q8NET8	reviewed	TRPV3	Homo sapiens (Human)
Q9HAW8	reviewed	UGT1A10 GNT1 UGT1	Homo sapiens (Human)
Q9UPX0	reviewed	IGSF9B KIAA1030	Homo sapiens (Human)
Q9NUQ7	reviewed	UFSP2 C4orf20	Homo sapiens (Human)
Q8TEY7	reviewed	USP33 KIAA1097 VDU1	Homo sapiens (Human)
O75445	reviewed	USH2A	Homo sapiens (Human)
Q86Y38	reviewed	XYLT1 XT1	Homo sapiens (Human)
Q8N0Z9	reviewed	VSIG10	Homo sapiens (Human)
Q8WUM9	reviewed	SLC20A1 GLVR1 PIT1	Homo sapiens (Human)
Q9Y289	reviewed	SLC5A6 SMVT	Homo sapiens (Human)
Q8NHU3	reviewed	SGMS2 SMS2	Homo sapiens (Human)
Q13239	reviewed	SLA SLAP SLAP1	Homo sapiens (Human)
Q147U7	reviewed	SMCO1 C3orf43	Homo sapiens (Human)
P30874	reviewed	SSTR2	Homo sapiens (Human)
O14662	reviewed	STX16	Homo sapiens (Human)
B2RXF0	reviewed	TMEM229A	Homo sapiens (Human)
P0DSN6	reviewed	TAS2R33	Homo sapiens (Human)
P59534	reviewed	TAS2R39	Homo sapiens (Human)
Q9NYW6	reviewed	TAS2R3	Homo sapiens (Human)
A0A1B0GTI8	reviewed	TMEM272	Homo sapiens (Human)
O94876	reviewed	TMCC1 KIAA0779	Homo sapiens (Human)
A2RU14	reviewed	TMEM218	Homo sapiens (Human)
P49788	reviewed	RARRES1 PEIG1 TIG1	Homo sapiens (Human)
Q9Y5J9	reviewed	TIMM8B DDP2 DDPL TIM8B	Homo sapiens (Human)
Q96CP7	reviewed	TLCD1	Homo sapiens (Human)
A0A0B4J200	reviewed	TRBJ2-3 hCG_2039521	Homo sapiens (Human)
A0A0A6YYK7	reviewed	TRAV19	Homo sapiens (Human)
Q9NQA5	reviewed	TRPV5 ECAC1	Homo sapiens (Human)
Q5TGU0	reviewed	TSPO2 BZRPL1	Homo sapiens (Human)
O95881	reviewed	TXNDC12 TLP19 UNQ713/PRO1376	Homo sapiens (Human)
O60656	reviewed	UGT1A9 GNT1 UGT1	Homo sapiens (Human)
Q9BZM4	reviewed	ULBP3 N2DL3 RAET1N	Homo sapiens (Human)
Q709C8	reviewed	VPS13C KIAA1421	Homo sapiens (Human)
O75436	reviewed	VPS26A VPS26	Homo sapiens (Human)
Q9UI12	reviewed	ATP6V1H CGI-11	Homo sapiens (Human)
P32241	reviewed	VIPR1	Homo sapiens (Human)
P46094	reviewed	XCR1 CCXCR1 GPR5	Homo sapiens (Human)
O75110	reviewed	ATP9A ATPIIA KIAA0611	Homo sapiens (Human)
P18859	reviewed	ATP5PF ATP5A ATP5J ATPM	Homo sapiens (Human)
Q7RTS1	reviewed	BHLHA15 BHLHB8 MIST1	Homo sapiens (Human)
A8MVZ5	reviewed	BTNL10	Homo sapiens (Human)
P55061	reviewed	TMBIM6 BI1 TEGT	Homo sapiens (Human)
Q6PL45	reviewed	BRICD5 C16orf79	Homo sapiens (Human)
Q9Y6N8	reviewed	CDH10	Homo sapiens (Human)
Q01668	reviewed	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2	Homo sapiens (Human)
Q5R3K3	reviewed	CALHM6 C6orf187 FAM26F	Homo sapiens (Human)
P01730	reviewed	CD4	Homo sapiens (Human)
O14810	reviewed	CPLX1	Homo sapiens (Human)
Q9UNU6	reviewed	CYP8B1 CYP12	Homo sapiens (Human)
Q96N68	reviewed	C18orf15	Homo sapiens (Human)
Q1HG43	reviewed	DUOXA1 NIP NUMBIP	Homo sapiens (Human)
P28067	reviewed	HLA-DMA DMA RING6	Homo sapiens (Human)
P25101	reviewed	EDNRA ETA ETRA	Homo sapiens (Human)
Q8NBI3	reviewed	DRAXIN C1orf187 PSEC0258 UNQ3119/PRO10268	Homo sapiens (Human)
P42892	reviewed	ECE1	Homo sapiens (Human)
Q9HB03	reviewed	ELOVL3 CIG30	Homo sapiens (Human)
P56851	reviewed	EDDM3B FAM12B HE3B UNQ6412/PRO21187	Homo sapiens (Human)
Q6P179	reviewed	ERAP2 LRAP	Homo sapiens (Human)
P54753	reviewed	EPHB3 ETK2 HEK2 TYRO6	Homo sapiens (Human)
Q93063	reviewed	EXT2	Homo sapiens (Human)
O43731	reviewed	KDELR3	Homo sapiens (Human)
O94905	reviewed	ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924	Homo sapiens (Human)
Q9BVV8	reviewed	FAM174C C19orf24	Homo sapiens (Human)
Q8WVX9	reviewed	FAR1 MLSTD2 UNQ2423/PRO4981	Homo sapiens (Human)
Q6V0I7	reviewed	FAT4 CDHF14 FATJ Nbla00548	Homo sapiens (Human)
Q8NBF6	reviewed	AVL9 KIAA0241	Homo sapiens (Human)
Q6UW01	reviewed	CBLN3 UNQ755/PRO1486	Homo sapiens (Human)
Q8WUD6	reviewed	CHPT1 CPT1 MSTP022	Homo sapiens (Human)
P01732	reviewed	CD8A MAL	Homo sapiens (Human)
Q5ZPR3	reviewed	CD276 B7H3 PSEC0249 UNQ309/PRO352	Homo sapiens (Human)
Q15762	reviewed	CD226 DNAM1	Homo sapiens (Human)
Q96DZ9	reviewed	CMTM5 CKLFSF5	Homo sapiens (Human)
P51679	reviewed	CCR4 CMKBR4	Homo sapiens (Human)
Q6PI25	reviewed	CNIH2 CNIL	Homo sapiens (Human)
P50416	reviewed	CPT1A CPT1	Homo sapiens (Human)
Q96KJ9	reviewed	COX4I2 COX4L2	Homo sapiens (Human)
O95452	reviewed	GJB6	Homo sapiens (Human)
O95715	reviewed	CXCL14 MIP2G NJAC SCYB14 PSEC0212 UNQ240/PRO273	Homo sapiens (Human)
Q53TN4	reviewed	CYBRD1 DCYTB FRRS3	Homo sapiens (Human)
Q9BQT9	reviewed	CLSTN3 CS3 KIAA0726	Homo sapiens (Human)
Q6UWP2	reviewed	DHRS11 SDR24C1 UNQ836/PRO1774	Homo sapiens (Human)
Q96F81	reviewed	DISP1 DISPA	Homo sapiens (Human)
Q9UBS4	reviewed	DNAJB11 EDJ ERJ3 HDJ9 PSEC0121 UNQ537/PRO1080	Homo sapiens (Human)
Q8TD84	reviewed	DSCAML1 DSCAM2 KIAA1132	Homo sapiens (Human)
Q92611	reviewed	EDEM1 EDEM KIAA0212	Homo sapiens (Human)
P54764	reviewed	EPHA4 HEK8 SEK TYRO1	Homo sapiens (Human)
Q92935	reviewed	EXTL1 EXTL	Homo sapiens (Human)
Q9H8M9	reviewed	EVA1A FAM176A TMEM166 SP24	Homo sapiens (Human)
O75949	reviewed	FAM155B TED TMEM28	Homo sapiens (Human)
Q9UBU6	reviewed	FAM8A1 AHCP	Homo sapiens (Human)
P55899	reviewed	FCGRT FCRN	Homo sapiens (Human)
Q6DN72	reviewed	FCRL6 FCRH6	Homo sapiens (Human)
Q5VUY2	reviewed	AADACL4	Homo sapiens (Human)
O60488	reviewed	ACSL4 ACS4 FACL4 LACS4	Homo sapiens (Human)
P13945	reviewed	ADRB3 ADRB3R B3AR	Homo sapiens (Human)
P20020	reviewed	ATP2B1 PMCA1	Homo sapiens (Human)
Q6DD88	reviewed	ATL3	Homo sapiens (Human)
Q8N4F0	reviewed	BPIFB2 BPIL1 C20orf184 LPLUNC2 UNQ2489/PRO5776	Homo sapiens (Human)
Q14511	reviewed	NEDD9 CASL CASS2	Homo sapiens (Human)
P55289	reviewed	CDH12	Homo sapiens (Human)
Q9NYX4	reviewed	CALY DRD1IP	Homo sapiens (Human)
P62955	reviewed	CACNG7	Homo sapiens (Human)
P07498	reviewed	CSN3 CASK CSN10 CSNK	Homo sapiens (Human)
Q86XJ0	reviewed	CALHM3 FAM26A	Homo sapiens (Human)
P11912	reviewed	CD79A IGA MB1	Homo sapiens (Human)
Q9NPF0	reviewed	CD320 8D6A UNQ198/PRO224	Homo sapiens (Human)
O95500	reviewed	CLDN14 UNQ777/PRO1571	Homo sapiens (Human)
Q9Y271	reviewed	CYSLTR1 CYSLT1	Homo sapiens (Human)
A0A1B0GUU1	reviewed	C17orf113	Homo sapiens (Human)
Q92523	reviewed	CPT1B KIAA1670	Homo sapiens (Human)
Q7Z449	reviewed	CYP2U1	Homo sapiens (Human)
Q9BUF7	reviewed	CRB3 UNQ588/PRO1158	Homo sapiens (Human)
Q96I36	reviewed	COX14 C12orf62	Homo sapiens (Human)
Q9Y4D2	reviewed	DAGLA C11orf11 KIAA0659 NSDDR	Homo sapiens (Human)
Q9P2K9	reviewed	DISP3 KIAA1337 PTCHD2	Homo sapiens (Human)
Q53GQ0	reviewed	HSD17B12 SDR12C1	Homo sapiens (Human)
Q02487	reviewed	DSC2 CDHF2 DSC3	Homo sapiens (Human)
O60320	reviewed	FAM189A1 KIAA0574 TMEM228	Homo sapiens (Human)
P30273	reviewed	FCER1G	Homo sapiens (Human)
O00590	reviewed	ACKR2 CCBP2 CCR10 CMKBR9 D6	Homo sapiens (Human)
Q86UK0	reviewed	ABCA12 ABC12	Homo sapiens (Human)
P50406	reviewed	HTR6	Homo sapiens (Human)
Q8NER5	reviewed	ACVR1C ALK7	Homo sapiens (Human)
Q07075	reviewed	ENPEP	Homo sapiens (Human)
P35670	reviewed	ATP7B PWD WC1 WND	Homo sapiens (Human)
Q9BPU9	reviewed	B9D2 MKSR2	Homo sapiens (Human)
Q6UXE8	reviewed	BTNL3 BTNLR COLF4100 UNQ744/PRO1472	Homo sapiens (Human)
Q96L58	reviewed	B3GALT6	Homo sapiens (Human)
Q6UXH8	reviewed	CCBE1 KIAA1983 UNQ1921/PRO4395	Homo sapiens (Human)
Q9NV96	reviewed	TMEM30A C6orf67 CDC50A	Homo sapiens (Human)
A0ZSE6	reviewed	TMEM30CP CDC50C TMEM30C	Homo sapiens (Human)
P16671	reviewed	CD36 GP3B GP4	Homo sapiens (Human)
P29973	reviewed	CNGA1 CNCG CNCG1	Homo sapiens (Human)
Q9NY35	reviewed	CLDND1 C3orf4 HSPC174 PSEC0054 UNQ2511/PRO6000	Homo sapiens (Human)
Q9Y2R0	reviewed	COA3 CCDC56 MITRAC12 HSPC009	Homo sapiens (Human)
P41240	reviewed	CSK	Homo sapiens (Human)
O60496	reviewed	DOK2	Homo sapiens (Human)
Q9UK85	reviewed	DKKL1 SGY1 UNQ735/PRO1429	Homo sapiens (Human)
P79483	reviewed	HLA-DRB3	Homo sapiens (Human)
Q9N2K0	reviewed		Homo sapiens (Human)
Q9NZ08	reviewed	ERAP1 APPILS ARTS1 KIAA0525 UNQ584/PRO1154	Homo sapiens (Human)
Q8IUX8	reviewed	EGFL6 MAEG PP648 UNQ281/PRO320	Homo sapiens (Human)
Q16394	reviewed	EXT1	Homo sapiens (Human)
Q969X5	reviewed	ERGIC1 ERGIC32 KIAA1181 HT034	Homo sapiens (Human)
Q96RQ1	reviewed	ERGIC2 ERV41 PTX1 CDA14	Homo sapiens (Human)
Q5JX69	reviewed	FAM209B C20orf107	Homo sapiens (Human)
A1KXE4	reviewed	FAM168B KIAA0280L MANI	Homo sapiens (Human)
Q9HAR2	reviewed	ADGRL3 KIAA0768 LEC3 LPHN3	Homo sapiens (Human)
Q9BXS5	reviewed	AP1M1 CLTNM	Homo sapiens (Human)
P30411	reviewed	BDKRB2 BKR2	Homo sapiens (Human)
Q9BXU9	reviewed	CALN1 CABP8	Homo sapiens (Human)
A0A0K2S4Q6	reviewed	CD300H	Homo sapiens (Human)
P40259	reviewed	CD79B B29 IGB	Homo sapiens (Human)
P27544	reviewed	CERS1 LAG1 LASS1 UOG1	Homo sapiens (Human)
Q16880	reviewed	UGT8 CGT UGT4	Homo sapiens (Human)
P14209	reviewed	CD99 MIC2 MIC2X MIC2Y	Homo sapiens (Human)
Q9Y2B0	reviewed	CNPY2 MSAP TMEM4 ZSIG9 UNQ1943/PRO4426	Homo sapiens (Human)
Q9NX76	reviewed	CMTM6 CKLFSF6	Homo sapiens (Human)
P32246	reviewed	CCR1 CMKBR1 CMKR1 SCYAR1	Homo sapiens (Human)
P51684	reviewed	CCR6 CKRL3 CMKBR6 GPR29 STRL22	Homo sapiens (Human)
Q96FZ5	reviewed	CMTM7 CKLFSF7	Homo sapiens (Human)
Q2HXU8	reviewed	CLEC12B UNQ5782/PRO16089	Homo sapiens (Human)
Q9NYL5	reviewed	CYP39A1	Homo sapiens (Human)
Q7Z408	reviewed	CSMD2 KIAA1884	Homo sapiens (Human)
P25025	reviewed	CXCR2 IL8RB	Homo sapiens (Human)
A0A1B0GV90	reviewed	CTXND2	Homo sapiens (Human)
P32302	reviewed	CXCR5 BLR1 MDR15	Homo sapiens (Human)
Q5TAT6	reviewed	COL13A1	Homo sapiens (Human)
Q86UP6	reviewed	CUZD1 UNQ224/PRO257	Homo sapiens (Human)
P61803	reviewed	DAD1	Homo sapiens (Human)
Q8IZU8	reviewed	DSEL C18orf4 NCAG1	Homo sapiens (Human)
O15197	reviewed	EPHB6	Homo sapiens (Human)
P98172	reviewed	EFNB1 EFL3 EPLG2 LERK2	Homo sapiens (Human)
P04626	reviewed	ERBB2 HER2 MLN19 NEU NGL	Homo sapiens (Human)
O75477	reviewed	ERLIN1 C10orf69 KE04 KEO4 SPFH1	Homo sapiens (Human)
B1AL88	reviewed	FAM155A	Homo sapiens (Human)
Q96MK3	reviewed	FAM20A UNQ9388/PRO34279	Homo sapiens (Human)
Q8NDB6	reviewed	FAM156A TMEM29 PP12994 PRO0659; FAM156B TMEM29B	Homo sapiens (Human)
Q8IZF7	reviewed	ADGRF2 GPR111 PGR20	Homo sapiens (Human)
Q8N157	reviewed	AHI1	Homo sapiens (Human)
Q96CP6	reviewed	GRAMD1A KIAA1533	Homo sapiens (Human)
O76090	reviewed	BEST1 VMD2	Homo sapiens (Human)
Q8WXS5	reviewed	CACNG8 CACNG6	Homo sapiens (Human)
O43866	reviewed	CD5L API6 UNQ203/PRO229	Homo sapiens (Human)
Q13740	reviewed	ALCAM MEMD	Homo sapiens (Human)
P46092	reviewed	CCR10 GPR2	Homo sapiens (Human)
Q96S66	reviewed	CLCC1 KIAA0761 MCLC	Homo sapiens (Human)
P51801	reviewed	CLCNKB	Homo sapiens (Human)
P51793	reviewed	CLCN4	Homo sapiens (Human)
P56748	reviewed	CLDN8 UNQ779/PRO1573	Homo sapiens (Human)
P01024	reviewed	C3 CPAMD1	Homo sapiens (Human)
P25024	reviewed	CXCR1 CMKAR1 IL8RA	Homo sapiens (Human)
Q5JRM2	reviewed	CXorf66	Homo sapiens (Human)
O60931	reviewed	CTNS	Homo sapiens (Human)
P43146	reviewed	DCC IGDCC1	Homo sapiens (Human)
Q6UY11	reviewed	DLK2 EGFL9 UNQ2903/PRO28633	Homo sapiens (Human)
P09172	reviewed	DBH	Homo sapiens (Human)
Q9NPA0	reviewed	EMC7 C11orf3 C15orf24 HT022 UNQ905/PRO1926	Homo sapiens (Human)
O94911	reviewed	ABCA8 KIAA0822	Homo sapiens (Human)
Q86Y34	reviewed	ADGRG3 GPR97 PGR26	Homo sapiens (Human)
Q13733	reviewed	ATP1A4 ATP1AL2	Homo sapiens (Human)
Q7Z6A9	reviewed	BTLA	Homo sapiens (Human)
P55286	reviewed	CDH8	Homo sapiens (Human)
Q86YS7	reviewed	C2CD5 CDP138 KIAA0528	Homo sapiens (Human)
P13073	reviewed	COX4I1 COX4	Homo sapiens (Human)
Q8WUS8	reviewed	SDR42E1 HSPC105	Homo sapiens (Human)
Q5T1A1	reviewed	DCST2	Homo sapiens (Human)
P22413	reviewed	ENPP1 M6S1 NPPS PC1 PDNP1	Homo sapiens (Human)
P54756	reviewed	EPHA5 BSK EHK1 HEK7 TYRO4	Homo sapiens (Human)
Q9UJA9	reviewed	ENPP5 UNQ550/PRO1107	Homo sapiens (Human)
P29322	reviewed	EPHA8 EEK HEK3 KIAA1459	Homo sapiens (Human)
P01133	reviewed	EGF	Homo sapiens (Human)
P33947	reviewed	KDELR2 ERD2.2	Homo sapiens (Human)
Q5JX71	reviewed	FAM209A C20orf106	Homo sapiens (Human)
A6NFA0	reviewed	FAM205C FAM205CP	Homo sapiens (Human)
P29275	reviewed	ADORA2B	Homo sapiens (Human)
Q8TDN7	reviewed	ACER1 ASAH3	Homo sapiens (Human)
Q6NVV9	reviewed	ADAM5 ADAM5P TMDC2	Homo sapiens (Human)
Q8IXF9	reviewed	AQP12A AQP12 AQPX2	Homo sapiens (Human)
P18850	reviewed	ATF6	Homo sapiens (Human)
Q4VNC0	reviewed	ATP13A5 UNQ488/PRO1004	Homo sapiens (Human)
P30203	reviewed	CD6	Homo sapiens (Human)
P27701	reviewed	CD82 KAI1 SAR2 ST6 TSPAN27	Homo sapiens (Human)
P29016	reviewed	CD1B	Homo sapiens (Human)
P15391	reviewed	CD19	Homo sapiens (Human)
Q9HD87	reviewed	C6orf50 NAG19	Homo sapiens (Human)
Q6UWU4	reviewed	C6orf89 BRAP UNQ177/PRO203	Homo sapiens (Human)
Q5VV42	reviewed	CDKAL1	Homo sapiens (Human)
Q9NRB3	reviewed	CHST12 UNQ500/PRO1017	Homo sapiens (Human)
